TransactionID,Amount,Date,Account,Department
aadad3cd-c12f-4144-af55-418d4bcfad81,343613.38,2022-04-09,GB29VQRS04503114222820,Finance
1e87fecd-0c89-41f3-b01f-12f5d62879bf,307302.63,2022-03-30,GB28GDJY51344312366150,Logistics
57df301c-6ad9-4b6c-a4fa-bde2b09ff0a9,80507.65,2012-09-01,GB34SEUD94968983668278,Research
dfc22e50-be9b-4c84-82ec-3fae154a8bc7,39536.31,2023-05-09,GB87YPZH55399873550262,Logistics
928f71b8-d5e3-4e6a-aca8-19856d228093,494618.44,2024-04-15,GB50YJQP01430562714802,Logistics
f45fb234-a074-4e21-8cab-497f219d6629,218209.27,2022-03-02,GB31ENVE83069800561808,Legal
0d90b79c-4a70-4e88-b5f9-689f8845fe9a,395361.75,2018-05-07,GB09MHKK75898040664668,Finance
b74a6dec-a387-4ae5-926d-8e86bc6a7596,229924.58,2025-01-24,GB44UBYX67930180072665,Logistics
eaa1fa63-7a77-461c-ac87-e0f0b01ce262,-31.75,2015-10-26,GB14AIZQ73638252128692,Legal
16f7bca7-ecf3-4c5b-b038-3cac6d4f3919,22679.1,2024-12-10,GB36AQHS00848876239012,Research
89392c25-32bc-47c7-89a5-7c3147d8ca9a,199052.26,2013-04-14,GB87NMVD26392891656493,Logistics
418078cb-3e58-4020-a672-3fac033a3b1a,380647.63,2011-10-17,GB39DONF52519315419428,Medical
b855c53c-9748-49ee-888f-eb62cf726ed5,294156.94,2013-12-12,GB58XQJS66197277630623,Medical
6d8d1fbd-22b8-46f6-97aa-0f7c36132651,480905.15,2022-02-04,GB79KRAT48280023216827,Finance
d3fd692c-ad69-4d36-94cb-df7f7b697322,268936.72,2022-05-03,GB43HIWP52978265388443,Medical
675b0175-7c81-41a2-ad53-084e944f1e59,-69121.74,2012-09-12,GB57VCQA25469245086511,Finance
09089ebc-fcd7-4d88-8c3e-3807e58fee87,223770.33,2023-06-02,GB64RWMJ09880414622450,Logistics
df1802e8-69ad-4105-8115-3bece1311fcd,495094.28,2013-01-11,GB70CFND84107930025713,Logistics
1fdc7d09-b616-44ca-bfcd-b22d12c1e5b8,383855.2,2025-01-06,GB49YOPU33589838130130,Logistics
ddc964c0-a7ea-4878-854f-d2234b7701c6,274179.19,2021-04-14,GB81ABZC24236740859584,Medical
16fff5d9-2f0c-4c42-8c40-d7b9cabb107c,257068.53,2016-10-04,GB35SPIQ00825238432494,Research
f77324f9-b46a-43eb-bc19-8e2077857e51,42132.28,2023-08-12,GB16MVPZ25675375828031,Finance
42570a1d-a9a0-4d8e-a049-845f35ba83c6,310675.52,2017-12-25,GB80BSGR25940670717187,Finance
84de5cbc-698a-4231-8d13-999668784404,-83018.23,2013-09-22,GB05LAIU22129611144618,Medical
71b8445b-83c7-4a30-8c34-73e38e50d631,433145.34,2024-06-15,GB82IUZB25292935502283,Research
86a855f6-6e6e-486b-98c5-f92c9f9ed7a2,214313.6,2021-07-12,GB61YEYO02253114847227,Finance
5130c4fa-88b1-4ebe-80f1-6f6445daa2b8,155887.59,2020-11-12,GB52HTZI65335425438135,Logistics
c069cf8e-70ce-4311-96c9-3a763d1ba1df,230351.18,2011-08-31,GB66ITTV16775071004443,Legal
0cba4424-208f-4bf8-b347-886f83aff2cf,484701.33,2018-09-03,GB28WCVM64024458333809,Legal
2ee7e877-b242-4759-9b06-ec575b84e5fe,197141.85,2024-04-18,GB24VHFI07397448092060,Finance
af0043ab-5773-450f-909c-475894f4157a,421820.67,2020-09-26,GB65PXGJ59828529509220,Logistics
94af026a-455b-4387-b537-b7139f7c5e6d,74217.57,2013-07-17,GB97GPUM30588934857831,Logistics
3e461211-cd10-4ae0-8daa-28f0c9d790e0,48349.66,2024-09-15,GB27IFKE61460556034352,Research
4d080884-5522-4e9c-94e9-f5a885356573,37137.13,2016-09-17,GB73BUWD92371263661420,Legal
ea60fc69-0374-4745-8296-29a77baf6cee,101404.16,2022-01-07,GB14LVHT70976109604529,Logistics
22c310e7-c4b3-47d6-8632-d44614cf0ad7,498652.15,2020-02-25,GB55IFZD38669223095661,Research
1b902f55-1697-4d46-aeea-1bf4f06efd6e,245236.1,2013-01-09,GB87JGAW50265239384620,Research
9a23b6ab-2256-48ce-be83-4abfb2bb69e7,13122.42,2020-01-12,GB66BIQV71909337817586,Medical
5f4eeb96-6b9b-4d2c-8c9d-6253fb466f98,470975.16,2024-07-10,GB72TTQZ91098732812743,Research
c41206c1-0531-4476-b766-940541696583,312415.25,2012-06-05,GB31LRVX83130125703349,Logistics
a749ca27-54d2-43f1-ba88-656723b3ac35,272531.39,2013-12-17,GB23LLEJ10948963008359,Logistics
49ea8e09-8f53-4524-a2ac-49dc5f4e7f01,422633.28,2014-03-15,GB32XHBX94089330368736,Medical
8733658b-5da7-4e89-82cb-e29e8f8484ee,214447.36,2025-03-25,GB44LVFP60294321907178,Finance
1dc216b0-10cb-4021-976a-ae93a64a49ca,219962.34,2018-09-23,GB41NRVY03469232376529,Research
3e03a393-1062-4c69-b6ce-9a7ac7eb6e58,236303.24,2013-02-07,GB87GFYQ64929186523418,Research
628c776b-de3d-449a-b9ad-347b5b6ace6c,298449.83,2019-04-07,GB31HOXT37859938064561,Logistics
99290859-6a97-45a1-8918-d28d2b494eca,-87909.6,2017-06-30,GB92IWFR07962330145244,Medical
62320ada-5a7b-480a-b940-c088f346a8a4,471161.69,2026-04-12,GB87VPHU47199304030465,Logistics
b7aa4598-2204-41fc-93d9-c91b71df60bb,421271.68,2015-10-21,GB30SPNO02248121244179,Research
283cc2ad-212b-47b8-8f42-0a307f1fcc07,281969.99,2016-10-03,GB67PUHC21140312848110,Finance
d33ca439-f86a-4391-89c4-2c32fcc71102,203051.5,2022-02-21,GB52JSXK23568860662447,Finance
ab0ce8ff-9330-435c-889b-af48a02eec23,241374.21,2020-11-27,GB93ZOGA88788535381360,Finance
84314640-0cc7-4a53-b425-e4ba843c4077,83173.61,2024-12-17,GB20PUBI80606540412974,Logistics
a7abde61-3010-441f-acc8-1a2ba479a474,271307.44,2013-11-16,GB28ZAVF00255116437853,Research
b8106395-bb49-4817-bc93-ebf1ae6b00a8,-19265.67,2024-04-30,GB69FXLU41420880452297,Medical
30b96fea-82fc-4282-9f85-d7dd99a974a8,-79879.34,2016-03-20,GB71RRYB75293092995837,Legal
9813d239-1ffd-4cc9-a91b-2d94e6749dd4,164055.26,2015-11-08,GB36HQOW26417757484312,Research
0e7decb7-4f3d-4d0a-ba97-5f084e12cb46,418673.28,2014-01-04,GB84FUNB85997053286654,Logistics
8938d86e-1c49-4293-aae5-a8365f1133f6,371293.4,2018-02-10,GB55BPAG89523224954503,Finance
5aa0b6ad-9b8c-4ea4-9481-1a039d79ea3b,90526.5,2023-03-20,GB43MWLB76863592171065,Legal
ae0d919f-30c3-4098-ab0e-f14268c1aa6c,129184.86,2015-08-07,GB53RYNZ02184554258353,Medical
59331b2a-f4ca-4532-aa6b-a5e167cdcd1e,224946.4,2026-02-26,GB90EJSY33489396162820,Research
0fb11866-a23c-4008-ab9c-855a14b52578,-46236.5,2015-03-07,GB66VHHK61421336995883,Finance
c4f7555b-a51c-4fdc-8ea1-2d6c46ed653a,286.98,2026-04-14,GB90LSNO70009291137458,Research
4afefcdb-28d6-4aa5-9964-49111a257b20,406035.67,2016-08-27,GB56WFBZ61803591107237,Medical
ac1c97fa-e88a-4f48-88ef-ba0e540e11eb,-21043.28,2018-11-15,GB48GCXV62738191423652,Research
f217ee3d-0640-4c7f-b2c9-b41920bc8701,-91646.2,2017-12-06,GB68FUXX92675886087702,Logistics
01294e3f-10a1-4589-8f2b-c671d74ae5b8,-5760.74,2018-02-03,GB11SWWB74816797947922,Finance
f0dfc4aa-458b-4b39-8ae6-7fa7703514a7,344014.67,2021-08-11,GB08IPXH13523997348759,Logistics
35902c7a-e581-4924-be18-db9a78f36f46,333729.99,2017-04-13,GB45BEOC91971502654069,Legal
df39ff8f-6d84-46ef-beae-711bb6615cde,94240.16,2023-07-16,GB79JMYE66916007308729,Medical
d2d38312-bd61-48d3-850d-e666c5936ee7,124513.34,2020-11-21,GB16IROQ71075805067177,Logistics
f3d5374f-b966-41ee-9764-ef36a975463e,235808.56,2020-10-12,GB62JZPB10168559843977,Medical
645b17a6-982c-4370-9d00-b9db5b0136d5,214819.56,2013-07-31,GB94LYYB56339884006538,Logistics
e1fbc672-2510-4c92-a1fb-4b82e4ef3c8f,301304.96,2024-03-18,GB77CAOZ09232642612625,Legal
38aaef0f-2cdd-43f3-ac84-79bd89f2a620,237375.7,2012-08-29,GB28RXMS03756918225828,Legal
4bc85667-b477-45dc-970d-33cbd6ffc530,10179.1,2026-06-15,GB69CJEY95913011176103,Medical
