TransactionID,Amount,Date,Account,Department
f0cb0043-e159-4ffb-a3a2-4114d8cff383,105377.32,2014-06-19,GB52UBPV29511206265266,Research
dcfa230f-beb4-42af-b3fa-bdc3a6e88502,159139.5,2019-04-22,GB74QBGS69561950668309,Legal
d145a8f4-48a1-440b-a758-ace4f60f3b14,365123.39,2017-07-31,GB20VKAH00759459390082,Legal
e9f34305-d6a8-41bd-9b56-d3f86eaae623,387955.4,2019-10-26,GB88WENP23969864987724,Finance
a0c58a3a-8dc8-4b2e-9778-108ca54a4755,332309.82,2014-01-19,GB53NVBS05344151674949,Legal
13b2c1c1-c143-46c9-a2e8-31e7130df9a1,151418.1,2018-11-19,GB44CVUZ84469772533289,Research
30545806-eade-4fb7-9f34-1c9e3c6722ce,81053.74,2024-11-10,GB60JETM70161692132441,Finance
5f710504-fed0-4276-851b-136b7d4db14a,356705.63,2012-04-16,GB53OHTF53583628328989,Medical
fead8380-e112-4835-b842-200f22a20ccf,68259.81,2014-08-26,GB10AWEM36182408578771,Logistics
2a3038be-eac7-45a9-b7a6-0812289700d1,333907.76,2018-10-12,GB64XCLM03845626713163,Logistics
c8812139-f386-4538-9e59-26e43d76d2e1,386061.46,2017-06-16,GB81THQE85213618044050,Medical
e81190e6-c395-415d-9b70-b6d178df7eb2,89394.58,2022-05-07,GB66SLRQ23169934366293,Research
344319fe-44d0-481b-b67d-932de20c28d4,17172.45,2021-05-17,GB72QAAG04343014733118,Research
831cf993-961b-42d4-8fd0-d155a9d5411a,289274.6,2013-07-13,GB26NEOC71411454402301,Legal
bbefed38-8d73-400f-8021-dbc73d4da39d,134198.97,2016-04-25,GB10HEAG80630008584660,Medical
bfe25096-4096-4cb3-9805-815d5bb5366d,343678.78,2026-01-05,GB12MUDA57079172630433,Legal
160b4fab-6b1c-4644-be3e-47174678fa66,73455.19,2026-03-08,GB23ZHEX93325060437916,Logistics
e6c0760f-8e81-48e7-9680-b99fe26e48d5,152406.25,2023-05-05,GB35HROZ90281678176754,Finance
0f4ff09f-babd-4efb-afac-8b48ff673f11,-47121.85,2021-12-16,GB94NNHQ22913511931085,Finance
ebb67ff7-21d8-4ffe-9308-01ca63b1c06a,12399.68,2023-07-21,GB81JOMZ06044303172170,Medical
2a8691b5-5079-49a5-af13-6dc5cec02481,212979.92,2011-11-28,GB74IZBT46794344176472,Medical
163239c1-8047-4858-b925-95bc41b2f5c6,152737.73,2021-04-18,GB80XSHL96855061990319,Research
3b18b4b1-af6f-4560-b451-bf07ba3b555f,284905.75,2025-10-15,GB07REKF98555332495518,Medical
a16d1bdb-1cbb-4275-ac57-e358fd088d32,251607.21,2016-02-17,GB68XNGN65082710492189,Legal
980a2072-bf0c-429e-9ff0-a8d834a2c12f,113414.29,2015-06-17,GB68ZUSB63427112928642,Logistics
19f85eef-c443-4804-a94c-edc9318b376a,132267.9,2016-06-08,GB04TLZB00005648739237,Legal
2d161edb-2288-4796-975a-a9bc6938c9c4,421907.57,2017-06-08,GB05WZBM85957924637456,Research
c4ada4eb-23fe-4d2b-bddc-cecae68b6b72,385109.83,2021-09-13,GB27LIWZ88111673967850,Research
84039918-4652-48a8-bffb-e014af780248,418302.97,2017-12-29,GB56CEAA57664158778048,Logistics
c2eae2c4-f097-4f4b-acce-c8505c2ea72b,434252.16,2011-09-01,GB67OJTX34872414305883,Research
1cab6fc5-3769-40aa-a932-f30192810d9b,490531.36,2024-03-02,GB37UJRF09069619550076,Logistics
408428d3-4051-4753-9db1-46166d90d9a7,484540.76,2011-08-27,GB85HGLC17673470884119,Research
ac76dc94-78f5-4f99-ba45-f5dbdda72082,-60613.71,2018-04-22,GB35XHUV83770703021528,Legal
39e8285a-4069-4a87-bc92-d8171a8aadfb,119268.65,2016-05-23,GB93DHZU81168135076312,Medical
3a83e50a-b6a4-435b-b95b-74428320b468,463757.95,2021-09-21,GB11EMJQ08112771140964,Medical
23ff3f0d-02ca-4d94-9771-1678cec5d5b4,-46667.49,2012-10-09,GB79AZSL05482346607592,Legal
c6996212-b0d0-417e-9d21-e8806a4aa460,85590.5,2013-10-15,GB23CQIZ44428037181735,Research
bb480589-706d-4b61-996f-5728c0cd4c45,-97319.33,2015-07-20,GB86PELD25702588629877,Finance
9a4116af-5923-41ab-9b35-9858a470c3fa,480465.26,2015-05-18,GB89XSES91798033006426,Finance
a030a5dc-de82-49b7-bc87-05a319d7ca40,370422.37,2024-02-06,GB38RZZA57176481232903,Finance
c7b1c11c-ba30-473b-8cb6-d88d9d3cf051,64960.2,2011-07-22,GB69ZPWB28554211973147,Finance
b7fb8ff8-2e56-4b2a-9d92-87e9ac6919c4,372319.91,2020-03-25,GB08KSVY10048935526563,Logistics
e9fb2400-b31c-479f-bcbb-21ada4b9a2ba,40832.99,2025-01-30,GB32YVNJ79400035243045,Finance
2e361be9-9e06-4a5d-9e31-9124b43b31b9,254209.79,2013-09-20,GB07EQLV33523163914379,Research
9fad60d1-d49c-4f5b-a6c2-8b725b8d171b,-51026.61,2020-01-16,GB16SJDZ06304783835445,Logistics
94484c54-ea97-442c-8434-32b8ac002415,17355.7,2026-04-08,GB35COLR37887417580309,Legal
8b26e55b-3106-4d0f-abda-041dc4ce9679,217813.58,2015-12-01,GB27UJSZ43987631190366,Research
2e2928ef-603b-4c11-a961-6445ae03accb,-80972.58,2021-11-13,GB18HSBO22562102089982,Logistics
115500b3-3567-4e20-b67b-402a0d464136,422265.9,2014-11-25,GB46SWNB95489641753968,Legal
dfc20645-abea-47d3-9682-6442f34c1002,328636.42,2021-04-12,GB46RVYS55089899537402,Research
e54ddf5b-b1b1-48b4-8248-a337a0ce11a5,79719.91,2019-10-30,GB18CRXG60119187520179,Legal
41915ea9-625b-4e96-9ab3-07eda7826f05,-97687.12,2020-02-27,GB73XECR51096202080367,Logistics
2f2cbeb9-a718-4a83-82da-b4a7dcf91351,89848.35,2012-01-12,GB82BMPJ31277848788143,Medical
c415412d-93d0-4d5c-b5fb-3b771a348bc3,124662.64,2020-06-01,GB50WMEX11152594110243,Medical
e858985f-7149-4602-8fa3-88f795b9a09e,243184.12,2019-09-01,GB35NCKZ50509330215396,Legal
7a9301ae-8996-4419-955a-26cc6c486ab8,58700.69,2018-06-22,GB48TNCK79934493959386,Research
45b7ae8e-2c9a-4304-8e92-46f38a906cb5,225384.67,2013-08-02,GB31TLSI71322212072875,Logistics
ae94fa17-bfbd-46e2-ad00-bc5e539f6fbf,-17715.81,2020-06-22,GB80NUZB94577805182700,Medical
54d3f9d5-06bf-4691-bf56-551276f21d9e,99852.34,2016-02-29,GB79FVEE17625352822127,Legal
7916ba4c-a6fb-4b01-a1f6-84e8051de013,137641.62,2026-03-18,GB06FGHO49978261755976,Logistics
d73b802e-efc3-4efb-8c9d-a6625f667db6,318608.86,2018-10-06,GB55GDHJ81928574867676,Legal
9f390cb2-095d-4168-9850-e8bb65f35407,412875.59,2014-06-23,GB08RKQL85148086792923,Finance
90523d7b-0c37-47e1-bcf7-59992b0777c6,60886.29,2024-03-10,GB12WXAO90589080980683,Research
d4fa4236-561e-402b-be2a-9e8309334d3a,-91516.3,2017-10-01,GB85EVTD69027908548649,Medical
745c9b6b-f364-4efd-a2fb-e89e23259e3a,160714.67,2022-09-01,GB08XSQY46540713241208,Logistics
3372500b-923d-4919-b0f5-479ff68496d1,141106.39,2013-04-04,GB52CDGC18965731131818,Research
d45c57fb-0866-4e2e-8c03-8ec00d211cbf,160213.56,2024-01-30,GB87OONN77050303660404,Medical
74a4d5b3-5c10-4b2e-856f-d8992cb410be,118361.37,2018-04-12,GB16UITT85175495365783,Finance
8790c988-6c06-4f3a-8d0c-debe24e952fe,303104.37,2014-10-10,GB71NHHS42273390079268,Logistics
948b9e56-b04f-4a80-b365-2d50f08ecb23,247477.98,2024-02-09,GB70JBNE61239765124107,Logistics
8910029a-d088-4d58-9578-4eb045a07bbb,326284.64,2020-09-16,GB94UANW60413097198876,Finance
ad533ac2-d776-4acf-a255-01a44a2d543b,352243.16,2020-03-18,GB10MWHD51270173655285,Research
6782c80d-5ba3-4e3e-918f-a0c36939ad0f,310789.94,2024-04-13,GB08JRZK39347832269191,Finance
224f8d66-903d-4a79-98b0-d6992943d067,-70084.77,2024-02-03,GB74HGNB20437492731088,Research
25ba4135-b270-4506-8cc7-b9049c975bfc,191202.75,2020-09-21,GB78ZQNC50614224489275,Research
8d91117e-1a4f-4143-816b-fb1627c51477,442223.94,2018-10-14,GB06XUKA98282873062590,Medical
bccf41dd-488a-48e1-9e43-4726f4337e3d,284982.7,2022-04-10,GB70NORG44920237495951,Legal
29e0efd8-1367-4931-9d8a-6c46e2737e08,497401.84,2014-12-30,GB53PHRF68807210716856,Medical
146e489c-cbae-406c-aad8-504b35aaf6d1,379892.15,2015-07-26,GB07RABO37134585042246,Research
eeea319b-2bcf-4a29-93a3-d0e8484c3975,12656.26,2014-02-11,GB72GUBE30356684539620,Medical
caa18b4b-86cc-4a32-9124-d3d27add0c76,184342.99,2017-11-05,GB53ENOH16864394038652,Research
f5d287de-0a2f-4735-ba67-f6ca821d029c,313625.82,2019-12-16,GB17ZSHK71294060577636,Legal
7b05cfd0-d25c-4b48-b0b9-c1dacd6f9d76,-55416.27,2019-08-06,GB80BKMG99591245788676,Research
7f36e19f-8d02-495b-b513-47bc1df53d13,231056.97,2022-10-24,GB82AHSD55359840176055,Research
9437800b-3bd0-4f47-9055-9e30b58f73d5,193363.75,2022-02-07,GB19YOVC64857925284014,Research
7952b36c-dfde-4ae4-b1b7-d0afb27452e5,221810.26,2024-07-31,GB34PKZT72861720290353,Medical
09055c90-3e42-4d68-8d0c-efaa4bca20a0,390703.75,2020-07-12,GB29SOLC44230760121448,Research
3b20fb6c-6482-4056-af25-6fa7bb5ebf94,158200.65,2011-07-23,GB94MCUJ41381137391585,Medical
0579a49d-2ec8-46cd-8941-ed328ba4ece0,190656.51,2025-05-09,GB43IBEG17755395802062,Medical
f019ccf1-8254-4b35-ace1-f50d0c718711,276226.54,2018-08-21,GB13YMVS02828838654122,Logistics
c7f78708-9d10-4745-8e07-7b395d8f4618,320098.17,2026-01-10,GB79CLAS64607224103653,Logistics
9a27ae8a-a980-4b67-9b84-b9c6ae218c40,231655.39,2024-10-25,GB42SPLW95267100331278,Logistics
18488458-5a53-444e-8a18-6feb160ddfba,244687.76,2018-09-10,GB05FGGA54548847168981,Logistics
49d98669-8ab7-442b-bd05-5b0156ddc242,322759.12,2012-07-04,GB17MXFG29789374135452,Finance
00cfc92e-5626-4301-a3c4-3cd4fe8d3442,283270.7,2025-07-10,GB15WHWN99710848666479,Legal
6e99662e-879b-494b-94f7-fea297aa6977,418346.69,2013-12-26,GB74FIFZ09494398482043,Research
b7099693-7178-4e3f-9f6d-3fe9b593e62c,187771.89,2018-05-22,GB68WSLR44062786609119,Research
3c1d9109-04dc-4388-8a13-c197ac715cb9,-49589.19,2014-06-28,GB44BSNB20004122411554,Research
da7fce49-c36a-41ad-8eb8-e4538134b4fa,174702.41,2012-07-03,GB66AAAZ16226675286686,Medical
5eace25b-a4f7-498a-802f-5d68d855beb9,323115.49,2022-07-15,GB48RQNM58754236967930,Research
