TransactionID,Amount,Date,Account,Department
858e36bb-ea08-466d-8648-76d5e13f4941,85529.56,2018-07-26,GB24JAPN06870056008462,Research
93fb7420-c234-497e-a870-ed413c1b8577,165285.75,2018-01-18,GB75XXNB17161873213633,Legal
91553dcc-4b48-439f-8db9-24d35ec2bed3,53823.52,2024-03-26,GB06YJXS64700493753810,Logistics
19790059-4088-4035-81ae-0bfe4bdb8b52,-67507.24,2013-06-17,GB26TUTE96399954903467,Research
66f58dbb-8d88-4f9d-8163-76a2f48a29de,299649.22,2013-10-02,GB19YOUE71357483127963,Medical
32fa68a6-4000-4329-a0a1-cfe07e17a790,-92599.9,2019-02-06,GB47UBZP70080213989255,Logistics
cba2189a-e6b6-4705-9e94-3062a07bdc33,192172.77,2014-10-25,GB42WARU06723369138653,Legal
19f08c83-6ed1-4176-affc-ba73798b51df,31852.11,2021-09-12,GB12PBBW43011818863201,Legal
7e3472d8-b222-49d9-b24b-caa0a65642d7,224063.72,2024-07-09,GB66UGPH72562046619312,Logistics
f3f1d8a5-c7f3-4324-b801-f921b6776f81,134668.21,2023-05-22,GB24WZPO10086097140679,Legal
8c4fe2b3-13cb-4cbe-a791-6127abc8e217,77653.83,2022-10-02,GB27KWCI83926941752053,Research
896297ff-82d0-4487-a48f-2b2213491712,-57526.71,2023-08-26,GB80ZDBQ09249120016846,Finance
119500f8-7847-4750-bd5f-036e47642838,205403.22,2013-11-26,GB14LWCD56826670843019,Legal
93895246-8b90-4073-9846-964658f0df2f,110948.47,2023-01-26,GB59HDMQ31278582971550,Legal
607ba4e3-11dd-4f96-8207-85a295571eb3,424097.23,2023-04-01,GB78HZBC35659895040179,Finance
debd1409-5724-435d-b53f-fa9ce4fd3bdb,101994.34,2016-04-04,GB87TDYR61276777970145,Logistics
c2bd9d7f-ae17-40c8-b038-f2db9aa4dd71,487861.38,2021-04-08,GB37OAJX08650381641951,Logistics
eba89814-a467-4880-9824-a91e7a8fbf3e,23693.13,2022-12-27,GB32MVAL97166836450628,Medical
f9dbb641-7e84-4b70-be78-7ef00a4ac079,438273.0,2021-06-27,GB44NMJG80702017451318,Finance
